type of mail,date_created,type of action,email domain,email company,design type
confirm,2025-03-13,click,gmail,EveryMail,type 1
confirm,2025-03-13,click,gmail,EveryMail,type 1
confirm,2025-03-13,click,gmail,EveryMail,type 1
confirm,2025-03-13,click,gmail,EveryMail,type 1
confirm,2025-03-13,click,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,open,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,receive,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,send,gmail,EveryMail,type 1
confirm,2025-03-13,click,gmail,JustSends,type 1
confirm,2025-03-13,click,hotmail,JustSends,type 2
confirm,2025-03-13,click,hotmail,JustSends,type 2
confirm,2025-03-13,click,hotmail,JustSends,type 2
confirm,2025-03-13,click,hotmail,JustSends,type 2
confirm,2025-03-13,click,hotmail,JustSends,type 2
confirm,2025-03-13,open,gmail,JustSends,type 1
confirm,2025-03-13,open,gmail,JustSends,type 1
confirm,2025-03-13,open,gmail,JustSends,type 1
confirm,2025-03-13,open,gmail,JustSends,type 1
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,open,hotmail,JustSends,type 2
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,gmail,JustSends,type 1
confirm,2025-03-13,receive,hotmail,JustSends,type 2
confirm,2025-03-13,receive,hotmail,JustSends,type 2
confirm,2025-03-13,receive,hotmail,JustSends,type 2
confirm,2025-03-13,receive,hotmail,JustSends,type 2
confirm,2025-03-13,receive,hotmail,JustSends,type 2
confirm,2025-03-13,receive,hotmail,JustSends,type 2
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,gmail,JustSends,type 1
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-13,send,hotmail,JustSends,type 2
confirm,2025-03-14,click,hotmail,QuickMail,type 2
confirm,2025-03-14,click,hotmail,QuickMail,type 2
confirm,2025-03-14,click,hotmail,QuickMail,type 2
confirm,2025-03-14,click,hotmail,QuickMail,type 2
confirm,2025-03-14,click,hotmail,QuickMail,type 2
confirm,2025-03-14,click,hotmail,QuickMail,type 2
confirm,2025-03-14,click,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,open,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,receive,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,send,hotmail,QuickMail,type 2
confirm,2025-03-14,click,gmail,EveryMail,type 1
confirm,2025-03-14,click,gmail,EveryMail,type 1
confirm,2025-03-14,click,gmail,EveryMail,type 1
confirm,2025-03-14,click,gmail,EveryMail,type 1
confirm,2025-03-14,click,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,open,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,receive,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,send,gmail,EveryMail,type 1
confirm,2025-03-14,click,gmail,JustSends,type 1
confirm,2025-03-14,click,hotmail,JustSends,type 2
confirm,2025-03-14,click,hotmail,JustSends,type 2
confirm,2025-03-14,click,hotmail,JustSends,type 2
confirm,2025-03-14,click,hotmail,JustSends,type 2
confirm,2025-03-14,click,hotmail,JustSends,type 2
confirm,2025-03-14,open,gmail,JustSends,type 1
confirm,2025-03-14,open,gmail,JustSends,type 1
confirm,2025-03-14,open,gmail,JustSends,type 1
confirm,2025-03-14,open,gmail,JustSends,type 1
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,open,hotmail,JustSends,type 2
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,gmail,JustSends,type 1
confirm,2025-03-14,receive,hotmail,JustSends,type 2
confirm,2025-03-14,receive,hotmail,JustSends,type 2
confirm,2025-03-14,receive,hotmail,JustSends,type 2
confirm,2025-03-14,receive,hotmail,JustSends,type 2
confirm,2025-03-14,receive,hotmail,JustSends,type 2
confirm,2025-03-14,receive,hotmail,JustSends,type 2
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,gmail,JustSends,type 1
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-14,send,hotmail,JustSends,type 2
confirm,2025-03-15,click,hotmail,QuickMail,type 2
confirm,2025-03-15,click,hotmail,QuickMail,type 2
confirm,2025-03-15,click,hotmail,QuickMail,type 2
confirm,2025-03-15,click,hotmail,QuickMail,type 2
confirm,2025-03-15,click,hotmail,QuickMail,type 2
confirm,2025-03-15,click,hotmail,QuickMail,type 2
confirm,2025-03-15,click,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,open,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,receive,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,send,hotmail,QuickMail,type 2
confirm,2025-03-15,unsubscribe,hotmail,QuickMail,type 2
confirm,2025-03-15,click,gmail,EveryMail,type 1
confirm,2025-03-15,click,gmail,EveryMail,type 1
confirm,2025-03-15,click,gmail,EveryMail,type 1
confirm,2025-03-15,click,gmail,EveryMail,type 1
confirm,2025-03-15,click,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,open,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,receive,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,send,gmail,EveryMail,type 1
confirm,2025-03-15,unsubscribe,gmail,EveryMail,type 1
confirm,2025-03-15,unsubscribe,gmail,EveryMail,type 1
confirm,2025-03-15,unsubscribe,gmail,EveryMail,type 1
confirm,2025-03-15,unsubscribe,gmail,EveryMail,type 1
confirm,2025-03-15,unsubscribe,gmail,EveryMail,type 1
confirm,2025-03-15,unsubscribe,gmail,EveryMail,type 1
confirm,2025-03-15,click,gmail,JustSends,type 1
confirm,2025-03-15,click,hotmail,JustSends,type 2
confirm,2025-03-15,click,hotmail,JustSends,type 2
confirm,2025-03-15,click,hotmail,JustSends,type 2
confirm,2025-03-15,click,hotmail,JustSends,type 2
confirm,2025-03-15,click,hotmail,JustSends,type 2
confirm,2025-03-15,open,gmail,JustSends,type 1
confirm,2025-03-15,open,gmail,JustSends,type 1
confirm,2025-03-15,open,gmail,JustSends,type 1
confirm,2025-03-15,open,gmail,JustSends,type 1
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,open,hotmail,JustSends,type 2
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,gmail,JustSends,type 1
confirm,2025-03-15,receive,hotmail,JustSends,type 2
confirm,2025-03-15,receive,hotmail,JustSends,type 2
confirm,2025-03-15,receive,hotmail,JustSends,type 2
confirm,2025-03-15,receive,hotmail,JustSends,type 2
confirm,2025-03-15,receive,hotmail,JustSends,type 2
confirm,2025-03-15,receive,hotmail,JustSends,type 2
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,gmail,JustSends,type 1
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,send,hotmail,JustSends,type 2
confirm,2025-03-15,unsubscribe,gmail,JustSends,type 1
confirm,2025-03-15,unsubscribe,gmail,JustSends,type 1
confirm,2025-03-15,unsubscribe,gmail,JustSends,type 1
confirm,2025-03-15,unsubscribe,gmail,JustSends,type 1
confirm,2025-03-15,unsubscribe,gmail,JustSends,type 1
confirm,2025-03-15,unsubscribe,gmail,JustSends,type 1
confirm,2025-03-15,unsubscribe,hotmail,JustSends,type 2
confirm,2025-03-16,click,hotmail,QuickMail,type 2
confirm,2025-03-16,click,hotmail,QuickMail,type 2
confirm,2025-03-16,click,hotmail,QuickMail,type 2
confirm,2025-03-16,click,hotmail,QuickMail,type 2
confirm,2025-03-16,click,hotmail,QuickMail,type 2
confirm,2025-03-16,click,hotmail,QuickMail,type 2
confirm,2025-03-16,click,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,open,hotmail,QuickMail,type 2
confirm,2025-03-16,receive,hotmail,QuickMail,type 2
confirm,2025-03-16,receive,hotmail,QuickMail,type 2
confirm,2025-03-16,receive,hotmail,QuickMail,type 2
confirm,2025-03-16,receive,hotmail,QuickMail,type 2
confirm,2025-03-16,receive,hotmail,QuickMail,type 2
confirm,2025-03-16,receive,hotmail,QuickMail,type 2
